Node id 	 x 	 y 	 fix_dem 	 flex_dem 	 veh_spa 	 store_spa 	 trans_cap 	 flex_store 	 fixed_arrival
o	0.0	25.0	0	0	0	350	0	false	0.0
1	1.5754850423235045	29.684455837508956	20	0	20	350	20	false	4.9422949742156055
2	1.6969920902078217	33.60908830896507	20	10	40	350	40	true	8.868807930859615
3	4.7854654354831325	34.4073997906692	20	10	60	15	15	true	12.058787370651778
4	0.0878873211403286	39.55970574317627	20	10	80	15	15	true	19.031125340701156
5	3.7613398789705488	42.35657648083283	20	10	100	350	100	true	23.648130822373112
6	10.649219868264026	44.79834582031823	20	10	120	350	120	true	30.956012064851024
7	11.971521959047498	42.89542168243845	20	10	140	350	140	true	33.27325246968947
8	17.552253497297244	45.076875141607125	20	0	160	350	160	false	39.265189026140504
9	23.835942474381746	48.238965741852	20	10	180	350	180	true	46.29964452211816
10	20.88390408563082	40.970694239174186	20	0	200	350	200	false	54.144534660628544
11	18.710727407310866	29.674256296642167	20	0	220	15	15	false	65.64810832556722
12	15.06013645272114	25.323407837393123	20	10	240	350	240	true	71.32760624642978
13	13.732661003757645	19.47553200323092	20	10	260	15	15	true	77.32425888264102
14	14.818704213864804	20.012634798670575	20	10	280	15	15	true	78.535856698374
15	23.975882934697783	19.41192154559725	20	10	300	15	15	true	87.71271773784139
16	33.66454756995791	15.785676843384843	20	10	320	15	15	true	98.05775872639546
17	31.40494856933625	24.983952865786918	20	10	340	350	340	true	107.52950985424438
18	35.96806178500802	25.065747048893254	20	0	360	15	15	false	112.09335609479942
19	36.54302689841083	24.879796242128215	20	0	380	15	15	false	112.69764293411241
20	38.76641770070346	28.72528407826796	20	10	400	350	350	true	117.13962935435484
21	35.54364608395109	29.687925634771645	20	10	420	350	350	true	120.50310013021308
22	36.45880759662788	31.571217349348103	20	0	440	350	350	false	122.59697411793947
23	29.642197526573867	37.87957897031767	20	0	460	350	350	false	131.884686386743
24	31.363853602136317	40.18655382321931	20	10	480	350	350	true	134.76326808863053
25	35.68736120443382	43.41080039970478	20	10	500	350	350	true	140.15664216921334
26	36.776041691522025	44.74837929237873	20	0	520	15	15	false	141.88127038917656
27	43.7181956868562	48.467839714529376	20	10	540	15	15	true	149.7570489492225
28	38.24491019517618	36.13575090569416	20	10	560	350	350	true	163.24916770286657
29	40.13729921662024	33.66522269173	20	10	580	15	15	true	166.36118406922375
30	41.65950778392421	29.393543159637343	20	0	600	15	15	false	170.89597898710846
31	46.095846151644906	26.640705494366134	20	10	620	15	15	true	176.117014643398
32	49.857409091438555	26.004274150414965	20	10	640	15	15	true	179.93203765847832
33	45.46999229622095	18.38423072571352	20	10	660	350	350	true	188.72490339891206
34	47.77508344045409	4.265933042671854	20	10	680	15	15	true	203.03013931623275
35	46.564323164463765	4.273371376866825	20	10	700	15	15	true	204.2409224407979
36	37.94564544844351	2.2660114079716354	20	0	720	350	350	false	213.09027832794285
37	36.40228697725524	2.4749129531244862	20	10	740	15	15	true	214.64771058205724
38	36.86699489680201	0.2642269043221568	20	10	760	350	350	true	216.90671174559364
39	22.68973096490745	1.2134026108854001	20	10	780	15	15	true	231.11571407216564
40	10.74772132833776	5.546631065757435	20	10	800	15	15	true	243.81958997686638
41	13.957313546649763	7.244966282890497	20	0	820	350	350	false	247.4508190687309
42	15.535699448065825	9.750563222122576	20	10	840	350	350	true	250.41212251074393
43	13.555851629144083	9.732985410059214	20	10	860	350	350	true	252.39204835924588
44	10.62655750005501	12.857831866519826	20	10	880	15	15	true	256.67520484379907
45	9.03723228877335	10.697203332590588	20	0	900	350	350	false	259.3574185356672
46	2.1682931875786684	9.80188992188813	20	0	920	15	15	false	266.2844605074835
47	1.1073747658185418	10.321709698112969	20	10	940	15	15	true	267.4658835889342
48	5.910614508091033	14.427349435317455	20	10	960	15	15	true	273.7846959515114
49	7.956699200770134	18.288300566318455	20	10	980	15	15	true	278.15429618558244
50	8.497646170654665	20.690606077856717	20	0	1000	350	350	false	280.61675337201115
d	25.0	50.0	0	0	0	350	0	false	0.0
