Node id 	 x 	 y 	 fix_dem 	 flex_dem 	 veh_spa 	 store_spa 	 trans_cap 	 flex_store 	 fixed_arrival
o	0.0	25.0	0	0	0	280	0	false	0.0
1	3.807930605320492	28.31821601805391	20	10	20	280	20	true	5.05083092544247
2	4.8790870432315945	27.358473610543122	20	10	40	280	40	true	6.489052606287604
3	12.851166423976117	30.683188699914076	20	10	60	15	15	true	15.126632132890117
4	15.974260377811355	36.275291362151634	20	0	80	15	15	false	21.531733851792527
5	15.04006984261218	37.65193782801554	20	10	100	280	100	true	23.195424762999085
6	4.616253412307991	42.46192761369447	20	0	120	280	120	false	34.67549230247877
7	4.198412691928782	44.268854449308705	20	10	140	280	140	true	36.53010154888889
8	0.9716957290873962	47.26261800408811	20	10	160	280	160	true	40.93172881391415
9	8.92272316411648	45.767210851979954	20	10	180	280	180	true	49.02216018826999
10	17.83778263594104	47.24706230661214	20	10	200	280	200	true	58.059208695052824
11	20.919613694726802	48.04575345605264	20	10	220	15	15	true	61.24285286912303
12	23.796236234299833	45.7629597151563	20	0	240	280	240	false	64.91519605824017
13	25.149955942002578	46.71130787652512	20	0	260	15	15	false	66.56804852660945
14	32.08413337173461	43.33604307056453	20	10	280	15	15	true	74.28006701319006
15	34.042840434245285	39.85024470128347	20	10	300	15	15	true	78.27848215271868
16	33.83023852200498	35.685272798807816	20	10	320	15	15	true	82.44887668099774
17	39.10469232307805	38.46426594244004	20	0	340	280	280	false	88.41064368349029
18	40.311046204594064	43.285149202785874	20	10	360	15	15	true	93.38017133683235
19	36.34683112642973	43.50171287030084	20	10	380	15	15	true	97.35029740637133
20	38.743517070372825	48.34186060677942	20	10	400	280	280	true	102.75132819917681
21	42.3787916975862	49.020371787355685	20	0	420	280	280	false	106.44938161109887
22	48.21277690696014	49.75998832580047	20	0	440	280	280	false	112.33006320825535
23	48.35615112228316	45.027964788628665	20	10	460	280	280	true	117.06425827415278
24	46.98701722709138	37.686625254118894	20	10	480	280	280	true	124.53217590786562
25	49.40511203766508	31.12385639949241	20	10	500	280	280	true	131.52625322743958
26	49.70504273233483	26.405319222123534	20	10	520	15	15	true	136.2543132435368
27	42.22593538646323	23.691884131373175	20	10	540	15	15	true	144.21042892160398
28	47.20293910948395	6.579008394575469	20	10	560	280	280	true	162.03235592297062
29	45.93153646811479	6.445100347875138	20	10	580	15	15	true	163.3107909199304
30	39.117578856495754	10.925774592165432	20	0	600	15	15	false	171.46594021447967
31	32.11618503280304	6.025089587646049	20	0	620	15	15	false	180.01206383796907
32	34.61208566024348	19.959590543744977	20	0	640	15	15	false	194.16832877041432
33	28.243525483686987	19.73354379846767	20	10	660	280	280	true	200.54089935483876
34	25.91150117066184	23.9923210730903	20	0	680	15	15	false	205.39636238851355
35	20.889876253913144	15.908060297992439	20	10	700	15	15	true	214.9132940938636
36	19.5755661948199	14.119583347665726	20	10	720	280	280	true	217.1327671694569
37	17.057222386208004	19.367129040195696	20	10	740	15	15	true	222.9533162271974
38	13.908759926453735	22.213521290559907	20	10	760	280	280	true	227.19769659462625
39	8.09849117755228	11.834656060589166	20	0	780	15	15	false	239.09223594662961
40	0.2197496963940393	21.866251290988824	20	10	800	15	15	true	251.84791978535424
d	25.0	50.0	0	0	0	280	0	false	0.0
