Node id 	 x 	 y 	 fix_dem 	 flex_dem 	 veh_spa 	 store_spa 	 trans_cap 	 flex_store 	 fixed_arrival
o	0.0	25.0	0	0	0	560	0	false	0.0
1	0.72999286148136	34.47970326122388	20	16	20	560	20	true	9.507768586722777
2	0.07840022856027695	41.05376780465439	20	0	40	560	40	false	16.11404572142332
3	10.331949730644407	40.02675062733247	20	16	60	24	24	true	26.41890096903374
4	12.57185063025164	49.384336723106955	20	16	80	24	24	true	36.04083287379659
5	18.383544515804353	45.81669642023542	20	16	100	560	100	true	42.860205509900595
6	21.34949834255891	49.2553510417541	20	16	120	560	120	true	47.4012657064331
7	24.81570859734607	48.706407599443615	20	16	140	560	140	true	50.910674835224924
8	33.12235457391156	49.34759784008123	20	16	160	560	160	true	59.24203080557456
9	39.06730463965055	45.54148577688718	20	16	180	560	180	true	66.30099109174428
10	44.96842275642711	43.93718156414882	20	16	200	560	200	true	72.4162986911344
11	41.9851518010045	43.239189887807214	20	0	220	24	24	false	75.48013582350784
12	36.90163800845969	37.75277713864103	20	16	240	560	240	true	82.95963028056886
13	36.48120303967912	39.185118394169166	20	0	260	24	24	false	84.45240187571041
14	30.326690003331464	40.17576476261938	20	16	280	24	24	true	90.68613357846253
15	22.573940567592278	36.75765744264034	20	16	300	24	24	true	99.15894783726985
16	21.776051144384862	29.95770307068033	20	16	320	24	24	true	106.00555334601681
17	31.3999019939983	29.144929625682998	20	16	340	560	340	true	115.66366423006127
18	32.5860899993175	31.812243496423203	20	0	360	24	24	false	118.58284309902533
19	32.52082583072564	32.88034396202216	20	0	380	24	24	false	119.65293562601292
20	38.765261226339895	31.71598030608513	20	16	400	560	400	true	126.00499955305798
21	40.15957893508514	29.59606157265558	20	16	420	560	420	true	128.54235591535047
22	42.60663313416306	28.881603012558156	20	16	440	560	440	true	131.09157644078982
23	48.139889824257345	24.063163646209762	20	0	460	560	460	false	138.42876169984177
24	43.92226176349094	18.84472618838294	20	0	480	560	480	false	145.1384916467334
25	38.47440004995868	22.44389810608104	20	0	500	560	500	false	151.66790477066095
26	35.880402770531425	19.293785359264042	20	16	520	24	24	true	155.74859493328478
27	41.04554090653047	13.062013714733034	20	16	540	24	24	true	163.8426439690599
28	46.50178166355794	13.404046732275827	20	16	560	560	560	true	169.3095946532839
29	46.09418597117735	11.403412755708924	20	0	580	24	24	false	171.35132689739456
30	49.40945577794874	10.805080811221595	20	0	600	24	24	false	174.7201568140695
31	48.32302567261161	6.171935288746377	20	0	620	24	24	false	179.478976815521
32	48.120809269677096	6.025017269901461	20	16	640	24	24	true	179.7289295668103
33	38.624787464392895	3.4535756038780843	20	16	660	560	560	true	189.5669548955129
34	33.107832872402135	4.752421579621307	20	16	680	24	24	true	195.2347400748217
35	30.19765196236312	6.962298742249229	20	16	700	24	24	true	198.88887608803466
36	27.705039171869156	12.857843134765917	20	16	720	560	560	true	205.28970120730398
37	27.080714065303496	20.39056242249603	20	16	740	24	24	true	212.8482487996943
38	17.921619610929312	13.596026560315039	20	0	760	560	560	false	224.25240281507882
39	14.73515660802085	15.316898872537172	20	16	780	24	24	true	227.8738594258747
40	9.593937707560357	14.231879446592977	20	16	800	24	24	true	233.1283240929106
41	8.751919265406539	11.652008477568115	20	16	820	560	560	true	235.8421275629033
42	13.84388387140974	8.734166649167918	20	16	840	560	560	true	241.71085012274128
43	19.524291168901275	3.1451477400953998	20	16	860	560	560	true	249.6797998296578
44	9.470655376662423	2.157883020292167	20	16	880	24	24	true	259.7817939035996
45	4.257489710857676	2.7611142911107445	20	16	900	560	560	true	265.02974438214056
46	2.159192554647038	1.5820683602956187	20	0	920	24	24	false	267.4366096178223
47	3.146178134657612	15.509968661972472	20	0	940	24	24	false	281.3994369586082
48	5.412970727935063	20.410525231385694	20	16	960	24	24	true	286.7988631643227
49	7.491598541339572	20.528219093068618	20	16	980	24	24	true	288.8808202800522
50	7.535231649584784	21.33501004589839	20	0	1000	560	560	false	289.6887902607465
d	25.0	50.0	0	0	0	560	0	false	0.0
