Node id 	 x 	 y 	 fix_dem 	 flex_dem 	 veh_spa 	 store_spa 	 trans_cap 	 flex_store 	 fixed_arrival
o	0.0	25.0	0	0	0	280	0	false	0.0
1	0.9805851605743043	31.19592989481425	20	10	20	280	20	true	6.2730450754471265
2	3.7217728687755356	33.88892932375369	20	10	40	280	40	true	10.115746726091071
3	4.869725544285785	33.00041125482021	20	10	60	15	15	true	11.567387075500122
4	9.613615961458223	41.8151672091451	20	10	80	15	15	true	21.57760279867246
5	19.69771458799362	35.04050298541855	20	10	100	280	100	true	33.72606444836019
6	20.747147145453603	33.93532202407131	20	10	120	280	120	true	35.25011616991737
7	19.18384231893032	29.561471142164553	20	10	140	280	140	true	39.894951314224166
8	21.136477251428822	29.301001859024105	20	0	160	280	160	false	41.86488213206349
9	20.24509325460325	27.70335922058144	20	0	180	280	180	false	43.69437042936598
10	26.751427162100377	24.97116225584782	20	0	200	280	200	false	50.75108929651284
11	31.228541890950634	27.37125633169024	20	10	220	15	15	true	55.830952273816635
12	29.2366448711621	34.13156499670937	20	10	240	280	240	true	62.87860627949648
13	29.317097781640573	36.51352051245711	20	10	260	15	15	true	65.26192009639209
14	33.38453801400668	38.52003286146396	20	10	280	15	15	true	69.79735412750614
15	25.235814991159916	48.43704571859047	20	0	300	15	15	false	82.63280623919607
16	31.567524651236788	45.819098988083425	20	10	320	15	15	true	89.48438943604067
17	38.80904233376652	46.10343139703371	20	0	340	280	280	false	96.731487011289
18	39.096780134910745	48.84279557734768	20	10	360	15	15	true	99.48592146405686
19	42.52010819693626	46.47760838134402	20	0	380	15	15	false	103.64684509858694
20	41.8410163027365	43.69803187998315	20	10	400	280	280	true	106.50817544087273
21	45.070818110643316	40.32912040316644	20	10	420	280	280	true	111.17520707318309
22	45.560703391104454	33.6820842380084	20	10	440	280	280	true	117.84027101653213
23	46.60655773883952	29.75408665550277	20	10	460	280	280	true	121.9051174250507
24	43.23447957573083	30.112839020098015	20	10	480	280	280	true	125.29622556210813
25	43.19780091164545	26.25125757739511	20	10	500	280	280	true	129.1579811943338
26	43.95549769592429	21.461272845497724	20	0	520	15	15	false	134.00752324990114
27	43.798682554741916	21.038371169917973	20	10	540	15	15	true	134.45856295515136
28	49.1507240232062	20.594147345718955	20	0	560	280	280	false	139.82900825197243
29	40.574021930353695	13.36585043930873	20	10	580	15	15	true	151.04542902496237
30	44.253024265655796	0.6248499449494682	20	10	600	15	15	true	164.30695803863276
31	36.36474748087072	9.592833706157695	20	10	620	15	15	true	176.25056065152447
32	34.14417882256592	17.66734767503102	20	10	640	15	15	true	184.62484874065635
33	24.494010019971245	16.891919846594565	20	0	660	280	280	false	194.30612170631974
34	15.802589649945453	14.159120142985804	20	0	680	15	15	false	203.4170482381574
35	26.32304137658204	2.991226290140797	20	10	700	15	15	true	218.75985624845669
36	17.81881131573745	6.122962503707602	20	0	720	280	280	false	227.82240007671697
37	15.175847192901703	3.947985766266515	20	0	740	15	15	false	231.24523269941514
38	14.299444820760904	4.617682705738535	20	10	760	280	280	true	232.3482173360408
39	5.216489003054781	7.040982249516359	20	10	780	15	15	true	241.74888045442108
40	3.3630987691857186	6.284005060649356	20	10	800	15	15	true	243.75089689378072
d	25.0	50.0	0	0	0	280	0	false	0.0
