Node id 	 x 	 y 	 fix_dem 	 flex_dem 	 veh_spa 	 store_spa 	 trans_cap 	 flex_store 	 fixed_arrival
o	0.0	25.0	0	0	0	280	0	false	0.0
1	1.4760276431611097	44.45925553731238	20	10	20	280	20	true	19.515155230481728
2	6.809969728768656	48.83484827719898	20	0	40	280	40	false	26.41419501859454
3	11.81645096194735	36.33821050464634	20	10	60	15	15	true	39.87639431724406
4	20.072819960541356	35.72067890835285	20	10	80	15	15	true	48.15582511370374
5	21.79782421568221	37.861999449584644	20	10	100	280	100	true	50.90553297828777
6	24.116471392614798	43.08553351281057	20	10	120	280	120	true	56.620551162054035
7	28.636508955346674	48.576616197397335	20	0	140	280	140	false	63.73270474711361
8	36.18902587249968	46.371471845590904	20	0	160	280	160	false	71.60056172320222
9	36.52519904463174	48.537936030979736	20	10	180	280	180	true	73.7929529903427
10	40.74987106503254	49.49498217417157	20	10	200	280	200	true	78.12467216408373
11	42.84787387212239	47.01878053653573	20	10	220	15	15	true	81.37015985144095
12	44.34063558768823	47.0382495604585	20	10	240	280	240	true	82.8630485218888
13	48.83264810810039	38.40648881313454	20	10	260	15	15	true	92.59369444508333
14	43.58639723755569	37.89497752848418	20	10	280	15	15	true	97.86482259672371
15	41.35906060853354	39.892400088464534	20	10	300	15	15	true	100.85659888216054
16	38.71345302500663	40.8349558642682	20	0	320	15	15	false	103.6650950770157
17	32.63249900796985	37.41081520019662	20	0	340	280	280	false	110.64382999422415
18	36.35131021503997	35.02449307926505	20	10	360	15	15	true	115.06243724749726
19	39.591229059662794	31.108093109703837	20	0	380	15	15	false	120.14527728445702
20	46.361333622065445	29.229516457600486	20	0	400	280	280	false	127.17118406036097
21	48.831579994801785	23.950498479104926	20	10	420	280	280	true	132.99957560171237
22	46.899457456022624	15.120170563004919	20	10	440	280	280	true	142.03881166515896
23	41.99383308060234	0.29456028188953876	20	10	460	280	280	true	157.65495301698564
24	35.45797036420808	4.234531899894356	20	10	480	280	280	true	165.2865241395158
25	30.823451107649497	3.1149153424117557	20	10	500	280	280	true	170.05436536749323
26	27.108985921109173	0.7784480003868333	20	0	520	15	15	false	174.4425690161824
27	29.577131919378346	8.835703414644907	20	10	540	15	15	true	182.86937798989027
28	27.398511103349865	14.450318012416108	20	10	560	280	280	true	188.89185968280873
29	31.731923605202123	14.301991445380818	20	0	580	15	15	false	193.2278099456344
30	31.649909565951283	22.225658641371577	20	10	600	15	15	true	201.15190157404547
31	29.63712463584267	21.532204345414723	20	10	620	15	15	true	203.28079378255518
32	24.877013880027032	20.57009349926186	20	10	640	15	15	true	208.13716194074877
33	18.177335788183562	15.065872633796978	20	10	660	280	280	true	216.80792510613082
34	17.465568463085496	3.28781992261048	20	0	680	15	15	false	228.60746485955192
35	11.58909110815216	1.589094816880221	20	0	700	15	15	false	234.7245436630236
36	10.517403780038237	2.2891125531099457	20	10	720	280	280	true	236.00459778698718
37	11.560621689845863	12.107627067202898	20	10	740	15	15	true	245.87837775571228
38	7.187290911010274	22.54455834587124	20	0	760	280	280	false	257.194541267113
39	6.636377661313802	24.620428322940707	20	10	780	15	15	true	259.34227066589426
40	5.158326336357522	23.134230937375282	20	10	800	15	15	true	261.4383189449343
d	25.0	50.0	0	0	0	280	0	false	0.0
