Node id 	 x 	 y 	 fix_dem 	 flex_dem 	 veh_spa 	 store_spa 	 trans_cap 	 flex_store 	 fixed_arrival
o	0.0	25.0	0	0	0	70	0	false	0.0
1	10.590708894476004	25.67558870963362	20	2	20	70	20	true	10.612235155334504
2	12.991243929648777	23.956211878861076	20	2	40	70	40	true	13.565000831999244
3	13.066824903506502	22.269827464265123	20	2	60	3	3	true	15.253078104342372
4	15.677045004210427	24.726716311296286	20	0	80	3	3	false	18.837705251032098
5	18.648996133849582	23.360574279274015	20	0	100	70	70	false	22.10861301014445
6	19.153913412642027	23.36193014498726	20	2	120	70	70	true	22.613532109401945
7	18.53841285365856	25.383341479474897	20	2	140	70	70	true	24.726573689992364
8	19.839119182204556	32.43704595576675	20	0	160	70	70	false	31.89920108809268
9	16.735208118759065	32.54460390054497	20	2	180	70	70	true	35.00497516250058
10	5.1702819799761155	43.31212623116905	20	0	200	70	70	false	50.80646413461942
11	6.255177143522012	47.558288765251305	20	2	220	3	3	true	55.18903116567885
12	20.21746833957465	47.642395444916104	20	2	240	70	70	true	69.15157568223934
13	26.21241481015893	37.65001066591987	20	2	260	3	3	true	80.8043494617601
14	28.965796603607853	43.99601636404555	20	2	280	3	3	true	87.72192849066462
15	45.09991270060868	47.03246903347488	20	2	300	3	3	true	104.13928963809589
16	49.632665367942494	48.77997582601623	20	0	320	3	3	false	108.99723434066301
17	46.7159473723309	36.7903146232954	20	2	340	70	70	true	121.33657061219536
18	45.13855084655973	31.573885582758454	20	2	360	3	3	true	126.78627810292109
19	42.908304318964916	33.672422295717354	20	2	380	3	3	true	129.848606613954
20	40.03992650961516	36.0828500514927	20	2	400	70	70	true	133.59530559078442
21	35.88270819216736	36.39215742636166	20	2	420	70	70	true	137.76401464648401
22	35.77885090454341	35.266563989847064	20	2	440	70	70	true	138.89438932795798
23	30.22393450621924	32.354410432330695	20	2	460	70	70	true	145.16636944072349
24	30.274501592461966	30.279447916027145	20	2	480	70	70	true	147.2419480285577
25	35.5647784511055	27.307313644050573	20	2	500	70	70	true	153.30994698799702
26	35.86096466988896	25.664573349943236	20	0	520	3	3	false	154.97917493830252
27	35.02706461276703	24.057633166655773	20	0	540	3	3	false	156.78960197575304
28	39.641589335986495	23.668467946517946	20	0	560	70	70	false	161.42050771758895
29	49.22830476901166	24.17446878506382	20	0	580	3	3	false	171.02056759461118
30	48.20647729405047	13.342156790992204	20	2	600	3	3	true	181.90096807094903
31	41.40047985773829	8.635257579184852	20	0	620	3	3	false	190.17602101900928
32	39.92352146714711	8.763547439403713	20	0	640	3	3	false	191.6585406228502
33	41.20506195556027	15.920971500031717	20	2	660	70	70	true	198.92978984200772
34	36.46776577384838	14.616777022218464	20	2	680	3	3	true	203.84333218427167
35	33.33881900008354	10.557083291417674	20	0	700	3	3	false	208.96889762634308
36	32.507168020247626	0.357680318690512	20	2	720	70	70	true	219.2021504988337
37	29.239247148357528	2.2328411155032644	20	2	740	3	3	true	222.96984672316475
38	23.746025660202065	3.2036584709018436	20	0	760	70	70	false	228.54819492451216
39	20.605424053913556	6.55116739608243	20	2	780	3	3	true	233.13831414448734
40	25.59301455758794	10.011997770032721	20	2	800	3	3	true	239.2090147555865
41	24.88351275955608	14.763639824716341	20	2	820	70	70	true	244.01333520880863
42	18.1471781599986	11.632845890651417	20	2	840	70	70	true	251.44166439475435
43	17.114606434118702	15.388845255581712	20	2	860	70	70	true	255.33701233793522
44	17.431920480570838	17.614270016722593	20	2	880	3	3	true	257.5849455156731
45	12.133369330945687	15.276828778341024	20	2	900	70	70	true	263.37616955106324
46	13.330703237842984	12.609141119045036	20	0	920	3	3	false	266.30023622817
47	7.634471888406519	1.386191765367617	20	2	940	3	3	true	278.8860077095497
48	5.086355255810177	9.69778064620725	20	2	960	3	3	true	287.57941947348974
49	5.541367757758186	13.819158651992236	20	2	980	3	3	true	291.7258387773587
50	1.8396081111027418	23.20165905867637	20	0	1000	70	70	false	301.81218292987677
d	25.0	50.0	0	0	0	70	0	false	0.0
